SerialNo,DeviceName,Position_Date,Lat,Lon,Heading,Speed,Location,Description,Elevation
"8881004443","8881004443","5/7/2021 7:37:19 PM","38.3333911166682","-122.510305550198","340 (N)","47","1000 Heaven Hill Rd Sonoma CA","Position","217"
"8881004443","8881004443","5/7/2021 7:37:29 PM","38.335349150002","-122.511112450063","341 (N)","53","15661 Arnold Dr Sonoma CA","Position","217"
"8881004443","8881004443","5/7/2021 7:37:39 PM","38.3373683499793","-122.512003699938","337 (NW)","47","15567 Arnold Dr Sonoma CA","Position","197"
"8881004443","8881004443","5/7/2021 7:37:49 PM","38.338472383221","-122.51271088322","334 (NW)","14","15509 Arnold Dr Sonoma CA","Position","184"
"8881004443","8881004443","5/7/2021 7:37:59 PM","38.3392307167252","-122.513023233414","345 (N)","33","15424 Arnold Dr Glen Ellen CA","Position","174"
"8881004443","8881004443","5/7/2021 7:38:19 PM","38.3418668836355","-122.513639049977","350 (N)","41","921 Sonoma Glen Cir Glen Ellen CA","Position","174"
"8881004443","8881004443","5/7/2021 7:38:29 PM","38.3433919330438","-122.514105916768","346 (N)","37","15182 Arnold Dr Glen Ellen CA","Position","171"
"8881004443","8881004443","5/7/2021 7:38:39 PM","38.3448811332385","-122.514360983421","1 (N)","34","15091 Arnold Dr Glen Ellen CA","Position","177"
"8881004443","8881004443","5/7/2021 7:38:49 PM","38.3460996667544","-122.514395900071","358 (N)","25","15039 Arnold Dr Glen Ellen CA","Position","190"
"8881004443","8881004443","5/7/2021 7:38:59 PM","38.346427667141","-122.514439749966","351 (N)","6","15024 Arnold Dr Glen Ellen CA","Position","190"
"8881004443","8881004443","5/7/2021 7:39:09 PM","38.3470358669758","-122.514783033356","323 (NW)","18","14999 Arnold Dr Glen Ellen CA","Position","190"
"8881004443","8881004443","5/7/2021 7:39:19 PM","38.3476108163595","-122.515368666624","321 (NW)","21","14975 Arnold Dr Glen Ellen CA","Position","187"
"8881004443","8881004443","5/7/2021 7:39:29 PM","38.3482817004124","-122.516172100014","318 (NW)","22","14932 Arnold Dr Glen Ellen CA","Position","180"
"8881004443","8881004443","5/7/2021 7:39:39 PM","38.3486785332362","-122.516554150001","321 (NW)","14","54 Harney Dr Glen Ellen CA","Position","167"
"8881004443","8881004443","5/7/2021 7:39:48 PM","38.3493327001731","-122.517285133402","317 (NW)","29","14775 Arnold Dr Glen Ellen CA","Position","177"
"8881004443","8881004443","5/7/2021 7:39:59 PM","38.3502957000087","-122.518299883604","318 (NW)","28","14703 Arnold Dr Glen Ellen CA","Position","174"
"8881004443","8881004443","5/7/2021 7:40:09 PM","38.3512609500438","-122.519300550222","324 (NW)","32","14646 Arnold Dr Glen Ellen CA","Position","177"
"8881004443","8881004443","5/7/2021 7:40:19 PM","38.3521651667853","-122.520338499546","296 (NW)","33","14562 Arnold Dr Glen Ellen CA","Position","190"
"8881004443","8881004443","5/7/2021 7:40:29 PM","38.3523846666018","-122.522126366695","285 (W)","38","14415 Arnold Dr Glen Ellen CA","Position","194"
"8881004443","8881004443","5/7/2021 7:40:39 PM","38.3535358500977","-122.523815450072","320 (NW)","47","14334 Arnold Dr Glen Ellen CA","Position","184"
"8881004443","8881004443","5/7/2021 7:40:49 PM","38.3549734334151","-122.525104300181","325 (NW)","45","14224 Arnold Dr Glen Ellen CA","Position","187"
"8881004443","8881004443","5/7/2021 7:40:59 PM","38.3565409332514","-122.525687316557","355 (N)","40","14106 Arnold Dr Glen Ellen CA","Position","200"
"8881004443","8881004443","5/7/2021 7:41:09 PM","38.3581693331401","-122.52545051674","0 (N)","37","13986 Arnold Dr Glen Ellen CA","Position","200"
"8881004443","8881004443","5/7/2021 7:41:19 PM","38.3594999829928","-122.525526200235","352 (N)","25","Williams Rd","Position","203"
"8881004443","8881004443","5/7/2021 7:41:29 PM","38.359958533446","-122.525514116883","1 (N)","6","13858 Arnold Dr Glen Ellen CA","Position","200"
"8881004443","8881004443","5/7/2021 7:41:39 PM","38.3608191837867","-122.525537416836","4 (N)","27","13819 Arnold Dr Glen Ellen CA","Position","203"
"8881004443","8881004443","5/7/2021 7:41:49 PM","38.3620317171017","-122.525948316852","356 (N)","27","13768 Arnold Dr Glen Ellen CA","Position","200"
"8881004443","8881004443","5/7/2021 7:41:59 PM","38.362691450119","-122.52530640016","69 (E)","21","13730 Arnold Dr Glen Ellen CA","Position","203"
"8881004443","8881004443","5/7/2021 7:42:10 PM","38.3631719996532","-122.524387300015","0 (N)","13","13684 Arnold Dr Glen Ellen CA","Position","213"
"8881004443","8881004443","5/7/2021 7:42:18 PM","38.3634190837542","-122.524431533615","344 (N)","7","5495 Odonnell Ln Glen Ellen CA","Position","187"
"8881004443","8881004443","5/7/2021 7:42:20 PM","38.3635461002588","-122.5244073838","358 (N)","16","13658 Arnold Dr Glen Ellen CA","Position","194"
"8881004443","8881004443","5/7/2021 7:42:28 PM","38.3638089001179","-122.52430673341","7 (N)","1","991 Carquinez Ave Glen Ellen CA","Position","197"
"8881004443","8881004443","5/7/2021 7:42:49 PM","38.3637269665798","-122.524426116546","219 (SW)","9","13649 Arnold Dr Glen Ellen CA","Position","213"
"8881004443","8881004443","5/7/2021 7:42:59 PM","38.3633526831865","-122.52437346677","181 (S)","4","5492 Odonnell Ln Glen Ellen CA","Position","217"
"8881004443","8881004443","5/7/2021 7:43:01 PM","38.363342850407","-122.524368216594","181 (S)","1","13671 Arnold Dr Glen Ellen CA","Position","217"
"8881004443","8881004443","5/7/2021 7:43:01 PM","38.363342850407","-122.524368216594","181 (S)","0","13671 Arnold Dr Glen Ellen CA","Stopped","217"
"8881004443","8881004443","5/7/2021 7:54:58 PM","38.3671789499931","-122.53016686663","304 (NW)","38","5051 Warm Springs Rd Glen Ellen CA","Position","259"
"8881004443","8881004443","5/7/2021 7:55:30 PM","38.3697892832259","-122.534602483114","341 (N)","38","4664 Warm Springs Rd Glen Ellen CA","Position","299"
"8881004443","8881004443","5/7/2021 7:55:35 PM","38.3704423666","-122.534920133154","339 (N)","38","4612 Warm Springs Rd Glen Ellen CA","Position","285"
"8881004443","8881004443","5/7/2021 7:55:39 PM","38.371080600222","-122.534735499819","1 (N)","33","4585 Warm Springs Rd Glen Ellen CA","Position","266"
"8881004443","8881004443","5/7/2021 7:55:49 PM","38.3718618000547","-122.535514983535","291 (W)","31","4487 Warm Springs Rd Glen Ellen CA","Position","240"
"8881004443","8881004443","5/7/2021 7:56:00 PM","38.3711737165848","-122.537388333678","223 (SW)","35","4361 Warm Springs Rd Glen Ellen CA","Position","262"
"8881004443","8881004443","5/7/2021 7:56:10 PM","38.3698817834258","-122.538289016485","204 (SW)","36","4247 Warm Springs Rd Glen Ellen CA","Position","282"
"8881004443","8881004443","5/7/2021 7:56:20 PM","38.3691191665828","-122.539232582847","254 (W)","25","4052 Warm Springs Rd Glen Ellen CA","Position","299"
"8881004443","8881004443","5/7/2021 7:56:30 PM","38.3697619666656","-122.540099983414","343 (N)","31","3914 Warm Springs Rd Glen Ellen CA","Position","279"
"8881004443","8881004443","5/7/2021 7:56:45 PM","38.3708307499687","-122.541662716866","270 (W)","29","3792 Warm Springs Rd Glen Ellen CA","Position","285"
"8881004443","8881004443","5/7/2021 7:56:54 PM","38.3704844998817","-122.543038616578","266 (W)","27","3648 Warm Springs Rd Glen Ellen CA","Position","299"
"8881004443","8881004443","5/7/2021 7:57:04 PM","38.3715171332161","-122.544517200192","312 (NW)","39","3446 Warm Springs Rd Glen Ellen CA","Position","282"
"8881004443","8881004443","5/7/2021 7:57:14 PM","38.3726246664921","-122.545929433405","315 (NW)","34","3240 Warm Springs Rd Glen Ellen CA","Position","262"
"8881004443","8881004443","5/7/2021 7:57:24 PM","38.3735463832816","-122.547183549901","317 (NW)","36","3064 Warm Springs Rd Glen Ellen CA","Position","269"
"8881004443","8881004443","5/7/2021 7:57:34 PM","38.3744863167405","-122.54870691672","294 (NW)","40","3020 Warm Springs Rd Glen Ellen CA","Position","285"
"8881004443","8881004443","5/7/2021 7:57:44 PM","38.3753818333149","-122.550160366297","322 (NW)","37","3187 Warm Springs Rd Glen Ellen CA","Position","305"
"8881004443","8881004443","5/7/2021 7:57:54 PM","38.3764438668887","-122.551385350029","314 (NW)","36","2992 Warm Springs Rd Glen Ellen CA","Position","302"
"8881004443","8881004443","5/7/2021 7:57:55 PM","38.3766377498706","-122.551617733637","312 (NW)","37","2990 Warm Springs Rd Glen Ellen CA","Position","299"
"8881004443","8881004443","5/7/2021 7:58:04 PM","38.3777216504018","-122.552534883221","340 (N)","41","3073 Warm Springs Rd Glen Ellen CA","Position","305"
"8881004443","8881004443","5/7/2021 7:58:14 PM","38.379281949997","-122.553121183316","343 (N)","34","2775 Warm Springs Rd Glen Ellen CA","Position","299"
"8881004443","8881004443","5/7/2021 7:58:24 PM","38.380530316631","-122.552429833015","22 (N)","24","2747 Warm Springs Rd Glen Ellen CA","Position","285"
"8881004443","8881004443","5/7/2021 7:58:34 PM","38.3811065336068","-122.552784199516","303 (NW)","28","9749 Bennett Valley Rd Glen Ellen CA","Position","308"
"8881004443","8881004443","5/7/2021 7:58:44 PM","38.3819014499585","-122.554631650448","299 (NW)","46","9641 Bennett Valley Rd Glen Ellen CA","Position","325"
"8881004443","8881004443","5/7/2021 7:58:57 PM","38.3833108166854","-122.556951766213","292 (W)","46","9522 Bennett Valley Rd Glen Ellen CA","Position","318"
"8881004443","8881004443","5/7/2021 7:59:06 PM","38.3840011499822","-122.558932449917","300 (NW)","45","9387 Bennett Valley Rd Glen Ellen CA","Position","318"
"8881004443","8881004443","5/7/2021 7:59:16 PM","38.3853167500347","-122.560642099877","316 (NW)","47","9130 Bennett Valley Rd Glen Ellen CA","Position","331"
"8881004443","8881004443","5/7/2021 7:59:26 PM","38.386478899916","-122.56179613322","332 (NW)","31","9069 Bennett Valley Rd Glen Ellen CA","Position","328"
"8881004443","8881004443","5/7/2021 7:59:46 PM","38.3867602499823","-122.564870316659","260 (W)","37","8839 Bennett Valley Rd Glen Ellen CA","Position","371"
"8881004443","8881004443","5/7/2021 7:59:56 PM","38.3868405165772","-122.566999049981","274 (W)","43","8699 Bennett Valley Rd Glen Ellen CA","Position","384"
"8881004443","8881004443","5/7/2021 8:00:06 PM","38.3868746834497","-122.569131449858","270 (W)","40","8557 Bennett Valley Rd Glen Ellen CA","Position","394"
"8881004443","8881004443","5/7/2021 8:00:16 PM","38.3870824500918","-122.571079499523","286 (W)","37","8536 Bennett Valley Rd Glen Ellen CA","Position","423"
"8881004443","8881004443","5/7/2021 8:00:22 PM","38.3876776834329","-122.571990333001","306 (NW)","38","8333 Bennett Valley Rd Glen Ellen CA","Position","404"
"8881004443","8881004443","5/7/2021 8:00:25 PM","38.3878841499488","-122.572650350134","301 (NW)","43","8283 Bennett Valley Rd Glen Ellen CA","Position","417"
"8881004443","8881004443","5/7/2021 8:00:35 PM","38.3886141498884","-122.574213649829","266 (W)","27","8197 Bennett Valley Rd Glen Ellen CA","Position","443"
"8881004443","8881004443","5/7/2021 8:00:45 PM","38.3879350001613","-122.575716566543","246 (SW)","30","8228 Bennett Valley Rd Glen Ellen CA","Position","502"
"8881004443","8881004443","5/7/2021 8:00:55 PM","38.3878139664729","-122.577562183142","262 (W)","35","8114 Bennett Valley Rd Glen Ellen CA","Position","531"
"8881004443","8881004443","5/7/2021 8:01:05 PM","38.3881528501709","-122.579379283388","288 (W)","36","5003 Enterprise Rd Santa Rosa CA","Position","597"
"8881004443","8881004443","5/7/2021 8:01:15 PM","38.3885152166088","-122.581374399985","283 (W)","40","7857 Bennett Valley Rd Santa Rosa CA","Position","640"
"8881004443","8881004443","5/7/2021 8:01:25 PM","38.3883694499731","-122.583496966958","256 (W)","42","7708 Bennett Valley Rd Santa Rosa CA","Position","682"
"8881004443","8881004443","5/7/2021 8:01:35 PM","38.3878046000997","-122.585476116339","252 (W)","42","7558 Bennett Valley Rd Santa Rosa CA","Position","669"
"8881004443","8881004443","5/7/2021 8:01:45 PM","38.3873999667664","-122.587679100037","260 (W)","43","7501 Bennett Valley Rd Santa Rosa CA","Position","623"
"8881004443","8881004443","5/7/2021 8:01:55 PM","38.3877493167917","-122.589538616935","282 (W)","44","7436 Bennett Valley Rd Santa Rosa CA","Position","653"
"8881004443","8881004443","5/7/2021 8:02:05 PM","38.3878526498874","-122.591699550052","271 (W)","35","7388 Bennett Valley Rd Santa Rosa CA","Position","682"
"8881004443","8881004443","5/7/2021 8:02:16 PM","38.3869063665469","-122.593596083423","227 (SW)","40","7355 Bennett Valley Rd Santa Rosa CA","Position","712"
"8881004443","8881004443","5/7/2021 8:02:26 PM","38.3855105832219","-122.59472091645","206 (SW)","40","Bennett Valley Rd Santa Rosa CA","Position","778"
"8881004443","8881004443","5/7/2021 8:02:36 PM","38.3846752499541","-122.596049633374","254 (W)","31","7294 Bennett Valley Rd Santa Rosa CA","Position","607"
"8881004443","8881004443","5/7/2021 8:02:46 PM","38.3852604333311","-122.597556533416","300 (NW)","37","7276 Bennett Valley Rd Santa Rosa CA","Position","712"
"8881004443","8881004443","5/7/2021 8:02:50 PM","38.3853039000183","-122.598243299996","257 (W)","35","7266 Bennett Valley Rd Santa Rosa CA","Position","538"
"8881004443","8881004443","5/7/2021 8:02:55 PM","38.3851136667033","-122.599003150004","259 (W)","29","7222 Bennett Valley Rd Santa Rosa CA","Position","669"
"8881004443","8881004443","5/7/2021 8:03:05 PM","38.3860945334037","-122.600294400255","326 (NW)","37","7153 Bennett Valley Rd Santa Rosa CA","Position","689"
"8881004443","8881004443","5/7/2021 8:03:15 PM","38.3871749833226","-122.601498066386","327 (NW)","38","7077 Bennett Valley Rd Santa Rosa CA","Position","620"
"8881004443","8881004443","5/7/2021 8:03:25 PM","38.3885307664673","-122.602635116378","322 (NW)","41","7021 Bennett Valley Rd Santa Rosa CA","Position","669"
"8881004443","8881004443","5/7/2021 8:03:35 PM","38.3899055168033","-122.603947899739","325 (NW)","43","6986 Bennett Valley Rd Santa Rosa CA","Position","581"
"8881004443","8881004443","5/7/2021 8:03:45 PM","38.3912857999404","-122.605393517017","320 (NW)","45","6920 Bennett Valley Rd Santa Rosa CA","Position","673"
"8881004443","8881004443","5/7/2021 8:03:55 PM","38.3926480164131","-122.606590816379","311 (NW)","38","6846 Bennett Valley Rd Santa Rosa CA","Position","663"
"8881004443","8881004443","5/7/2021 8:04:05 PM","38.3939368665218","-122.608067166805","321 (NW)","43","6758 Bennett Valley Rd Santa Rosa CA","Position","614"
"8881004443","8881004443","5/7/2021 8:04:15 PM","38.3955114334822","-122.609132800003","334 (NW)","45","6817 Bennett Valley Rd Santa Rosa CA","Position","571"
"8881004443","8881004443","5/7/2021 8:04:26 PM","38.3970521837473","-122.610474683344","306 (NW)","40","6755 Bennett Valley Rd Santa Rosa CA","Position","499"
"8881004443","8881004443","5/7/2021 8:04:35 PM","38.3975028167168","-122.612596833209","284 (W)","47","6643 Bennett Valley Rd Santa Rosa CA","Position","561"
"8881004443","8881004443","5/7/2021 8:04:45 PM","38.3979759504398","-122.614827099939","283 (W)","45","6523 Bennett Valley Rd Santa Rosa CA","Position","568"
"8881004443","8881004443","5/7/2021 8:04:55 PM","38.3984718332688","-122.617335749666","284 (W)","53","6459 Bennett Valley Rd Santa Rosa CA","Position","581"
"8881004443","8881004443","5/7/2021 8:05:05 PM","38.3989640663068","-122.619867349664","284 (W)","47","6411 Bennett Valley Rd Santa Rosa CA","Position","577"
"8881004443","8881004443","5/7/2021 8:05:15 PM","38.3991146832705","-122.622339699666","256 (W)","51","6307 Bennett Valley Rd Santa Rosa CA","Position","561"
"8881004443","8881004443","5/7/2021 8:05:24 PM","38.3981204003096","-122.624295883377","232 (SW)","47","6181 Bennett Valley Rd Santa Rosa CA","Position","538"
"8881004443","8881004443","5/7/2021 8:05:26 PM","38.3979007830222","-122.624707916379","235 (SW)","47","6161 Bennett Valley Rd Santa Rosa CA","Position","531"
"8881004443","8881004443","5/7/2021 8:05:35 PM","38.3976317663987","-122.626892816524","272 (W)","51","6155 Bennett Valley Rd Santa Rosa CA","Position","538"
"8881004443","8881004443","5/7/2021 8:05:45 PM","38.3977064669132","-122.629673766593","272 (W)","54","6127 Bennett Valley Rd Santa Rosa CA","Position","512"
"8881004443","8881004443","5/7/2021 8:05:55 PM","38.3978118171295","-122.632467950011","272 (W)","57","[38.3978118171295-122.632467950011]","Position","469"
"8881004443","8881004443","5/7/2021 8:06:05 PM","38.398057649533","-122.635232033332","278 (W)","52","5843 Bennett Valley Rd Santa Rosa CA","Position","522"
"8881004443","8881004443","5/7/2021 8:06:15 PM","38.3988773832719","-122.637626666824","313 (NW)","54","5782 Bennett Valley Rd Santa Rosa CA","Position","482"
"8881004443","8881004443","5/7/2021 8:06:25 PM","38.4005032499942","-122.639231583476","327 (NW)","47","5726 Bennett Valley Rd Santa Rosa CA","Position","469"
"8881004443","8881004443","5/7/2021 8:06:35 PM","38.402232166628","-122.640406599641","331 (NW)","52","5676 Bennett Valley Rd Santa Rosa CA","Position","476"
"8881004443","8881004443","5/7/2021 8:06:45 PM","38.4041363832851","-122.641740183532","330 (NW)","52","5619 Bennett Valley Rd Santa Rosa CA","Position","449"
"8881004443","8881004443","5/7/2021 8:06:55 PM","38.4059870501359","-122.643023600181","331 (NW)","51","5563 Bennett Valley Rd Santa Rosa CA","Position","433"
"8881004443","8881004443","5/7/2021 8:07:05 PM","38.4077094669143","-122.644029616813","345 (N)","45","5513 Bennett Valley Rd Santa Rosa CA","Position","407"
"8881004443","8881004443","5/7/2021 8:07:15 PM","38.4094647834698","-122.644309383134","335 (NW)","42","5443 Bennett Valley Rd Santa Rosa CA","Position","404"
"8881004443","8881004443","5/7/2021 8:07:25 PM","38.4107013165951","-122.645953883231","311 (NW)","47","5380 Bennett Valley Rd Santa Rosa CA","Position","390"
"8881004443","8881004443","5/7/2021 8:07:35 PM","38.4117026170095","-122.648031150053","287 (W)","50","5289 Bennett Valley Rd Santa Rosa CA","Position","367"
"8881004443","8881004443","5/7/2021 8:07:45 PM","38.4122725168864","-122.650519483288","287 (W)","47","5224 Bennett Valley Rd Santa Rosa CA","Position","344"
"8881004443","8881004443","5/7/2021 8:07:55 PM","38.4134589334329","-122.652062633634","333 (NW)","41","5138 Bennett Valley Rd Santa Rosa CA","Position","344"
"8881004443","8881004443","5/7/2021 8:08:04 PM","38.4139007329941","-122.653783682982","276 (W)","43","4931 Bennett Valley Rd Santa Rosa CA","Position","328"
"8881004443","8881004443","5/7/2021 8:08:14 PM","38.4139594833056","-122.656078567108","281 (W)","42","4952 Bennett Valley Rd Santa Rosa CA","Position","312"
"8881004443","8881004443","5/7/2021 8:08:24 PM","38.4140179504951","-122.658076883356","269 (W)","39","4870 Bennett Valley Rd Santa Rosa CA","Position","315"
"8881004443","8881004443","5/7/2021 8:08:34 PM","38.4151274333398","-122.659546933571","314 (NW)","43","4790 Bennett Valley Rd Santa Rosa CA","Position","299"
"8881004443","8881004443","5/7/2021 8:08:44 PM","38.4164329330126","-122.661124816537","318 (NW)","47","4736 Bennett Valley Rd Santa Rosa CA","Position","282"
"8881004443","8881004443","5/7/2021 8:08:54 PM","38.417583649978","-122.662399200102","318 (NW)","32","4699 Bennett Valley Rd Santa Rosa CA","Position","269"
"8881004443","8881004443","5/7/2021 8:09:04 PM","38.4185399832825","-122.663440033297","315 (NW)","24","Daniel Galvin Community Park","Position","246"
"8881004443","8881004443","5/7/2021 8:09:14 PM","38.4187566498915","-122.66369873335","317 (NW)","1","Daniel Galvin Community Park","Position","246"
"8881004443","8881004443","5/7/2021 8:09:24 PM","38.4184414166957","-122.664511433244","244 (SW)","30","Daniel Galvin Community Park","Position","253"
"8881004443","8881004443","5/7/2021 8:09:34 PM","38.4188367500901","-122.666291166656","304 (NW)","39","4540 Bennett Valley Rd Bodega CA","Position","259"
"8881004443","8881004443","5/7/2021 8:09:44 PM","38.4200123332441","-122.667905816436","311 (NW)","43","4523 Bennett Valley Rd Santa Rosa CA","Position","279"
"8881004443","8881004443","5/7/2021 8:09:56 PM","38.4215355833371","-122.669879082839","313 (NW)","51","4431 Bennett Valley Rd Santa Rosa CA","Position","289"
"8881004443","8881004443","5/7/2021 8:10:05 PM","38.4224072997769","-122.671894749999","295 (NW)","46","4365 Bennett Valley Rd Santa Rosa CA","Position","295"
"8881004443","8881004443","5/7/2021 8:10:15 PM","38.4236647168795","-122.673451517026","333 (NW)","41","4319 Bennett Valley Rd Santa Rosa CA","Position","295"
"8881004443","8881004443","5/7/2021 8:10:25 PM","38.4246772001187","-122.674084366361","343 (N)","23","4197 Bennett Valley Rd Santa Rosa CA","Position","272"
"8881004443","8881004443","5/7/2021 8:10:34 PM","38.4258729497592","-122.674498850107","343 (N)","40","4133 Bennett Valley Rd Santa Rosa CA","Position","279"
"8881004443","8881004443","5/7/2021 8:10:44 PM","38.4272502164046","-122.675232833127","320 (NW)","34","4083 Bennett Valley Rd Santa Rosa CA","Position","269"
"8881004443","8881004443","5/7/2021 8:10:54 PM","38.4283551166455","-122.67660646687","331 (NW)","39","4023 Bennett Valley Rd Santa Rosa CA","Position","272"
"8881004443","8881004443","5/7/2021 8:11:05 PM","38.4300910164913","-122.67762109985","342 (N)","40","3777 Bennett Valley Rd Santa Rosa CA","Position","259"
"8881004443","8881004443","5/7/2021 8:11:15 PM","38.4310893168052","-122.67916593353","294 (NW)","43","3511 Bennett Valley Rd Santa Rosa CA","Position","269"
"8881004443","8881004443","5/7/2021 8:11:25 PM","38.4318361669779","-122.681222149978","295 (NW)","42","3253 Bennett Valley Rd Santa Rosa CA","Position","279"
"8881004443","8881004443","5/7/2021 8:11:35 PM","38.4321930329005","-122.683543683092","277 (W)","47","2945 Bennett Valley Rd Santa Rosa CA","Position","276"
"8881004443","8881004443","5/7/2021 8:11:45 PM","38.4324430495501","-122.685972233613","278 (W)","48","2798 Bennett Valley Rd Santa Rosa CA","Position","262"
"8881004443","8881004443","5/7/2021 8:11:55 PM","38.4326888501644","-122.688166133563","278 (W)","40","2610 Bennett Valley Rd Santa Rosa CA","Position","233"
"8881004443","8881004443","5/7/2021 8:12:07 PM","38.4331193168958","-122.690457216899","288 (W)","39","2457 Bennett Valley Rd Santa Rosa CA","Position","223"
"8881004443","8881004443","5/7/2021 8:12:16 PM","38.4336433166638","-122.69221205016","292 (W)","40","2242 Bennett Valley Rd Santa Rosa CA","Position","217"
"8881004443","8881004443","5/7/2021 8:12:26 PM","38.4341415333251","-122.694008983175","278 (W)","39","2029 Bennett Valley Rd Santa Rosa CA","Position","194"
"8881004443","8881004443","5/7/2021 8:12:36 PM","38.4337858833373","-122.695599883298","251 (W)","22","Bennett Valley Rd Santa Rosa CA","Position","171"
"8881004443","8881004443","5/7/2021 8:12:46 PM","38.4342326166729","-122.696288783352","334 (NW)","17","Brigham Ave Santa Rosa CA","Position","167"
"8881004443","8881004443","5/7/2021 8:12:56 PM","38.434371833317","-122.697271366666","247 (SW)","25","Brigham Ave","Position","171"
"8881004443","8881004443","5/7/2021 8:13:05 PM","38.4341711000229","-122.698619933302","257 (W)","25","1456 Maple Ave Santa Rosa CA","Position","190"
"8881004443","8881004443","5/7/2021 8:13:15 PM","38.4340383333464","-122.699291800025","243 (SW)","4","1415 Maple Ave Santa Rosa CA","Position","157"
"8881004443","8881004443","5/7/2021 8:13:25 PM","38.4336365333448","-122.700455566247","248 (W)","36","1291 Maple Ave Santa Rosa CA","Position","161"
"8881004443","8881004443","5/7/2021 8:13:35 PM","38.4334525333329","-122.702426166336","268 (W)","40","1083 Maple Ave Santa Rosa CA","Position","164"
"8881004443","8881004443","5/7/2021 8:13:45 PM","38.4331514666478","-122.704131666819","256 (W)","17","924 Maple Ave Santa Rosa CA","Position","154"
"8881004443","8881004443","5/7/2021 8:13:51 PM","38.4331288496653","-122.704248716434","253 (W)","1","915 Maple Ave Santa Rosa CA","Position","157"
"8881004443","8881004443","5/7/2021 8:14:05 PM","38.4330615500609","-122.704508716861","256 (W)","23","S E St Santa Rosa CA","Position","154"
"8881004443","8881004443","5/7/2021 8:14:15 PM","38.432566083471","-122.706457066536","249 (W)","49","780 Maple Ave Santa Rosa CA","Position","161"
"8881004443","8881004443","5/7/2021 8:14:26 PM","38.4316598167022","-122.709242600203","246 (SW)","56","678 Maple Ave Santa Rosa CA","Position","171"
"8881004443","8881004443","5/7/2021 8:14:36 PM","38.4310083001852","-122.712182133396","264 (W)","60","Luther Burbank Memorial Hwy Santa Rosa CA","Position","174"
"8881004443","8881004443","5/7/2021 8:14:46 PM","38.4311858663956","-122.715155583372","282 (W)","58","Luther Burbank Memorial Hwy Santa Rosa CA","Position","171"
"8881004443","8881004443","5/7/2021 8:14:56 PM","38.4321382502715","-122.717792966962","302 (NW)","58","Luther Burbank Memorial Hwy Santa Rosa CA","Position","177"
"8881004443","8881004443","5/7/2021 8:15:06 PM","38.4331912835439","-122.72047568361","288 (W)","60","CA-12 Santa Rosa CA","Position","174"
"8881004443","8881004443","5/7/2021 8:15:16 PM","38.4334389999974","-122.723482049505","266 (W)","62","CA-12 Santa Rosa CA","Position","177"
"8881004443","8881004443","5/7/2021 8:15:36 PM","38.4326466669639","-122.729563116779","259 (W)","66","Luther Burbank Memorial Hwy Santa Rosa CA","Position","144"
"8881004443","8881004443","5/7/2021 8:15:45 PM","38.4322016835213","-122.732876033336","260 (W)","65","CA-12 Santa Rosa CA","Position","128"
"8881004443","8881004443","5/7/2021 8:15:55 PM","38.43170076708","-122.736253366868","259 (W)","66","Luther Burbank Memorial Hwy Santa Rosa CA","Position","125"
"8881004443","8881004443","5/7/2021 8:16:06 PM","38.4311287671328","-122.739993466934","255 (W)","67","Luther Burbank Memorial Hwy Santa Rosa CA","Position","92"
"8881004443","8881004443","5/7/2021 8:16:16 PM","38.4302453666925","-122.743403183421","251 (W)","71","Luther Burbank Memorial Hwy Santa Rosa CA","Position","95"
"8881004443","8881004443","5/7/2021 8:16:26 PM","38.4297418167194","-122.746619716783","264 (W)","68","Luther Burbank Memorial Hwy Santa Rosa CA","Position","105"
"8881004443","8881004443","5/7/2021 8:16:36 PM","38.4295487831036","-122.749953449999","264 (W)","65","CA-12 Santa Rosa CA","Position","108"
"8881004443","8881004443","5/7/2021 8:16:46 PM","38.4293229162693","-122.753383400043","265 (W)","63","Occidental Rd Santa Rosa CA","Position","102"
"8881004443","8881004443","5/7/2021 8:16:56 PM","38.4290932665269","-122.756671883663","264 (W)","67","CA-12 Santa Rosa CA","Position","98"
"8881004443","8881004443","5/7/2021 8:17:06 PM","38.4288829664389","-122.760115933418","265 (W)","66","Occidental Rd Santa Rosa CA","Position","92"
"8881004443","8881004443","5/7/2021 8:17:16 PM","38.4286317835251","-122.763447633386","265 (W)","62","Luther Burbank Memorial Hwy Santa Rosa CA","Position","92"
"8881004443","8881004443","5/7/2021 8:17:26 PM","38.4284169663986","-122.766263583334","262 (W)","50","CA-12 Santa Rosa CA","Position","98"
"8881004443","8881004443","5/7/2021 8:17:37 PM","38.427998316288","-122.768552366892","248 (W)","29","Luther Burbank Memorial Hwy Santa Rosa CA","Position","95"
"8881004443","8881004443","5/7/2021 8:17:47 PM","38.428423050046","-122.769273933768","351 (N)","29","Fulton Rd Santa Rosa CA","Position","82"
"8881004443","8881004443","5/7/2021 8:17:57 PM","38.4300143331289","-122.769496417046","354 (N)","45","Fulton Rd Santa Rosa CA","Position","75"
"8881004443","8881004443","5/7/2021 8:18:07 PM","38.4317729830742","-122.769695582986","355 (N)","50","Fulton Rd Santa Rosa CA","Position","66"
"8881004443","8881004443","5/7/2021 8:18:16 PM","38.4337495666618","-122.76987435023","355 (N)","50","Fulton Rd Santa Rosa CA","Position","66"
